Name,State,Type,Residential customers,Revenue,Power generated,Power bought,Power in,Summer demand,Winter demand
Town of Wellesley - (MA),MA,Municipal,8921,32246.8,0.0,244740.0,244740.0,61.1,45.5
City of Webster City - (IA),IA,Municipal,3847,13063.0,0.0,109165.0,109165.0,24.1,15.5
Weatherford Mun Utility System,TX,Municipal,12500,32564.0,0.0,403714.0,403714.0,93.0,100.6
Weakley County Mun Elec Sys,TN,Municipal,15676,45046.8,0.0,464479.0,464479.0,105.5,105.2
Wayne-White Counties Elec Coop,IL,Cooperative,11965,43092.3,0.0,395477.0,395477.0,83.5,76.7
Whitewater Valley Rural EMC,IN,Cooperative,11672,26324.0,0.0,228085.0,228085.0,47.7,51.0
Village of Waunakee - (WI),WI,Municipal,5375,13023.8,0.0,122574.0,122574.0,29.1,20.1
City of Mangum - (OK),OK,Municipal,1412,2380.8,0.0,26133.0,26133.0,7.4,4.3
City of Aberdeen - (MS),MS,Municipal,2595,14949.5,0.0,204875.0,204875.0,32.7,30.7
Madisonville Municipal Utils,KY,Municipal,6857,26598.0,0.0,296246.0,296246.0,49.0,44.0
City of Cushing - (OK),OK,Municipal,3586,9151.0,0.0,120656.0,120656.0,28.1,19.4
Cuming County Public Pwr Dist,NE,Political Subdivision,2786,10166.8,0.0,105877.0,105877.0,20.7,21.2
"Cumberland Valley Electric, Inc.",KY,Cooperative,22047,42639.0,0.0,436068.0,436068.0,88.0,116.0
Cullman Power Board,AL,Municipal,6719,29709.1,0.0,281098.0,281098.0,61.5,52.3
City of Cuero - (TX),TX,Municipal,2993,8801.3,0.0,97751.0,97751.0,22.2,19.3
City of Cuba City,WI,Municipal,946,2081.9,0.0,18211.0,18211.0,4.6,3.1
Custer Public Power District,NE,Political Subdivision,4625,29737.0,0.0,258253.0,258253.0,120.0,31.0
"Crawford Electric Coop, Inc",MO,Cooperative,18356,30149.0,0.0,304456.0,304456.0,75.3,86.7
Craig-Botetourt Electric Coop,VA,Cooperative,6329,11898.5,0.0,88134.0,88134.0,19.9,24.9
Cozad Board of Public Works,NE,Municipal,1716,4702.6,0.0,51004.0,51004.0,9.9,11.8
City of Covington - (TN),TN,Municipal,3720,20563.9,0.0,242668.0,242668.0,48.9,34.3
City of Covington - (GA),GA,Municipal,9914,40180.0,0.0,435951.0,435951.0,84.9,72.1
"Covington Electric Coop, Inc",AL,Cooperative,21834,52274.0,0.0,389082.0,389082.0,89.0,107.0
City of Corona - (CA),CA,Municipal,986,16906.2,0.0,156918.0,156918.0,28.6,29.9
"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,8292,35801.0,0.0,404956.0,404956.0,73.1,60.1
Cornhusker Public Power Dist,NE,Political Subdivision,7141,37891.0,0.0,420018.0,420018.0,76.0,68.5
City of Cuyahoga Falls - (OH),OH,Municipal,23286,47896.9,0.0,454884.0,454884.0,105.2,66.6
Dakota Valley Elec Coop Inc,ND,Cooperative,5463,54542.5,0.0,674379.0,674379.0,88.8,108.2
City of Duncan - (OK),OK,Municipal,7326,18111.2,0.0,180851.0,180851.0,48.4,31.3
Dunn County Electric Coop,WI,Cooperative,9226,23844.0,0.0,212280.0,212280.0,42.8,38.6
"Douglas Electric Coop, Inc",SD,Cooperative,721,2831.0,0.0,24453.0,24453.0,4.3,6.2
Douglas Electric Coop - (OR),OR,Cooperative,9174,16064.0,0.0,167910.0,167910.0,26.0,40.0
Dixie Electric Coop,AL,Cooperative,19952,59409.0,0.0,523710.0,523710.0,119.4,108.9
City of Detroit Lakes - (MN),MN,Municipal,5993,18141.8,0.0,190845.0,190845.0,35.2,36.7
Dahlberg Light & Power Co,WI,Investor Owned,10373,12705.0,0.0,119823.0,119823.0,20.0,23.0
City of Denison - (IA),IA,Municipal,2727,11126.3,0.0,165130.0,165130.0,30.5,26.9
City of Dayton - (TN),TN,Municipal,8597,27750.1,0.0,286098.0,286098.0,60.5,51.1
Daviess Martin County R E M C,IN,Cooperative,7594,34571.5,0.0,410073.0,410073.0,69.0,65.5
City of David City,NE,Municipal,1186,4604.0,0.0,42144.0,42144.0,8.7,6.6
"Darke Rural Electric Coop, Inc",OH,Cooperative,4903,14269.7,0.0,119095.0,119095.0,20.1,22.3
"Consumers Power, Inc",OR,Cooperative,20136,38124.7,0.0,443773.0,443773.0,71.5,114.3
Dakota Energy Coop Inc,SD,Cooperative,3257,24004.9,0.0,239081.0,239081.0,46.6,48.6
Decatur County Rural E M C,IN,Cooperative,7526,34350.7,0.0,370544.0,370544.0,63.0,61.9
Cooperative L&P Assn Lake County,MN,Cooperative,5514,12493.3,0.0,105666.0,105666.0,12.0,16.3
Coosa Valley Electric Coop Inc,AL,Cooperative,14125,39069.0,0.0,305708.0,305708.0,66.1,85.9
"Coos-Curry Electric Coop, Inc",OR,Cooperative,15212,35416.3,0.0,352570.0,352570.0,46.0,87.2
"Coleman County Elec Coop, Inc",TX,Cooperative,7029,11944.4,0.0,125096.0,125096.0,27.8,32.0
Coles-Moultrie Electric Coop,IL,Cooperative,8531,25624.0,0.0,207711.0,207711.0,42.3,45.0
Coldwater Board of Public Util,MI,Municipal,5671,38602.0,0.0,430690.0,430690.0,70.1,90.5
City of Cody,WY,Municipal,6140,12234.7,0.0,121335.0,121335.0,25.3,22.1
"Codington-Clark Elec Coop, Inc",SD,Cooperative,3046,11659.0,0.0,124931.0,124931.0,14.6,23.8
"Coastal Electric Coop, Inc",SC,Cooperative,10503,27392.1,0.0,185234.0,185234.0,45.3,53.2
City of College Park - (GA),GA,Municipal,6697,28608.1,0.0,288327.0,288327.0,51.1,48.3
Coastal Electric Member Corp,GA,Cooperative,16174,57290.0,0.0,502144.0,502144.0,99.1,105.2
Clyde Light & Power,OH,Municipal,2689,18903.0,0.0,227481.0,227481.0,36.0,34.0
City of Clintonville - (WI),WI,Municipal,2297,10714.0,0.0,119633.0,119633.0,20.4,21.4
"Clinton County Elec Coop, Inc",IL,Cooperative,5286,16516.0,0.0,143556.0,143556.0,33.0,29.0
City of Clewiston,FL,Municipal,3452,11394.7,0.0,106447.0,106447.0,22.3,16.7
Clearwater-Polk Elec Coop Inc,MN,Cooperative,4168,10070.0,0.0,75987.0,75987.0,10.0,20.0
Clearwater Power Company,ID,Cooperative,9730,19761.7,0.0,214491.0,214491.0,31.4,57.8
Coahoma Electric Power Assn,MS,Cooperative,5889,18522.1,0.0,175725.0,175725.0,46.7,38.7
"Columbia Basin Elec Cooperative, Inc",OR,Cooperative,3108,9364.1,0.0,122034.0,122034.0,38.5,24.8
City of Columbia City - (IN),IN,Municipal,4368,11230.0,0.0,105694.0,105694.0,21.7,17.2
Columbia Power Coop Assn Inc,OR,Cooperative,1397,4277.0,0.0,27581.0,27581.0,5.8,7.8
"Cookson Hills Elec Coop, Inc",OK,Cooperative,16450,31029.0,0.0,290786.0,290786.0,70.1,85.6
Comanche County Elec Coop Assn,TX,Cooperative,6434,23354.0,0.0,262173.0,262173.0,48.6,56.8
City of Cookeville - (TN),TN,Municipal,14173,53175.4,0.0,565643.0,565643.0,117.0,93.0
Continental Divide El Coop Inc,NM,Cooperative,20906,56794.0,0.0,692496.0,692496.0,73.9,81.9
Cooke County Elec Coop Assn,TX,Cooperative,13941,39472.0,0.0,500003.0,500003.0,89.0,116.0
Consolidated Electric Coop,MO,Cooperative,7367,23771.1,0.0,264640.0,264640.0,55.6,57.1
Callaway Electric Cooperative,MO,Cooperative,12146,26546.0,0.0,218467.0,218467.0,50.7,59.3
"Concordia Electric Coop, Inc",LA,Cooperative,11838,21688.8,0.0,207950.0,207950.0,55.7,44.6
Town of Concord - (MA),MA,Municipal,6918,25645.1,0.0,169772.0,169772.0,36.4,30.3
Concho Valley Elec Coop Inc,TX,Cooperative,10485,30393.9,0.0,333251.0,333251.0,60.7,52.8
Community Electric Coop,VA,Cooperative,9213,20494.0,0.0,187522.0,187522.0,58.0,66.5
City of Columbus - (WI),WI,Municipal,2402,7777.7,0.0,79355.0,79355.0,15.0,12.0
"Columbus Electric Coop, Inc",NM,Cooperative,3941,14121.4,0.0,106372.0,106372.0,25.1,15.7
City of Columbus - (MS),MS,Municipal,9217,37858.6,0.0,382743.0,382743.0,85.9,65.1
"Columbia Rural Elec Assn, Inc",WA,Cooperative,3641,29463.3,0.0,366319.0,366319.0,101.2,43.8
Town of Danvers,MA,Municipal,11334,41443.8,0.0,312471.0,312471.0,70.0,56.4
Town of Clayton,DE,Municipal,1316,2770.7,0.0,20076.0,20076.0,5.6,3.9
City of Dyersburg,TN,Municipal,9416,38569.7,0.0,409971.0,409971.0,88.6,68.7
City of Eagle River - (WI),WI,Municipal,971,3533.1,0.0,33389.0,33389.0,6.6,5.4
City of Fountain,CO,Municipal,16352,21415.0,0.0,238270.0,238270.0,56.3,41.6
Fort Valley Utility Comm,GA,Municipal,3933,11485.7,0.0,121606.0,121606.0,25.8,19.3
Fort Pierce Utilities Authority,FL,Municipal,23180,66063.0,0.0,573053.0,573053.0,112.0,89.0
Fort Payne Improvement Authority,AL,Municipal,6506,29480.9,0.0,316787.0,316787.0,63.0,60.7
Fort Belknap Electric Coop Inc,TX,Cooperative,4347,10640.0,0.0,122373.0,122373.0,24.0,21.0
City of Fort Morgan,CO,Municipal,4988,23153.0,0.0,250150.0,250150.0,48.0,39.0
City of Frankfort - (IN),IN,Municipal,7657,31353.0,0.0,375272.0,375272.0,64.0,54.3
City of Forest Grove,OR,Municipal,8798,18704.0,0.0,254434.0,254434.0,39.6,57.7
Florence Utility Comm,WI,Municipal,1314,2367.6,0.0,17392.0,17392.0,3.3,3.4
City of Flandreau,SD,Municipal,1061,2668.2,0.0,29263.0,29263.0,5.7,5.1
Fitzgerald Wtr Lgt & Bond Comm,GA,Municipal,5074,21632.0,0.0,189665.0,189665.0,37.4,39.6
Fishers Island Utility Co Inc,NY,Investor Owned,653,2142.4,0.0,6727.0,6727.0,1.9,1.1
"Firelands Electric Coop, Inc",OH,Cooperative,8559,18616.0,0.0,150347.0,150347.0,30.0,32.0
PUD No 1 of Ferry County,WA,Political Subdivision,2974,7712.0,0.0,92839.0,92839.0,10.6,22.8
City of Floresville,TX,Municipal,13144,38816.1,0.0,348359.0,348359.0,81.9,87.9
"FEM Electric Assn, Inc",SD,Cooperative,1853,14742.1,0.0,162285.0,162285.0,32.6,23.9
Town of Edenton - (NC),NC,Municipal,3356,10968.0,0.0,101339.0,101339.0,22.8,22.2
City of Franklin - (KY),KY,Municipal,3869,17080.2,0.0,196120.0,196120.0,40.1,30.3
"Glacier Electric Coop, Inc",MT,Cooperative,5972,16419.6,0.0,189126.0,189126.0,26.6,34.2
City of Gering - (NE),NE,Municipal,3389,9201.0,0.0,72557.0,72557.0,18.0,14.4
Gascosage Electric Coop,MO,Cooperative,8941,17421.0,0.0,193377.0,193377.0,41.4,52.3
Garland Light & Power Company,WY,Cooperative,1900,4137.0,0.0,28209.0,28209.0,6.0,6.0
City of Garden City,KS,Municipal,10162,29141.0,0.0,289832.0,289832.0,68.5,29.6
City of Gallup - (NM),NM,Municipal,8527,22734.3,0.0,205263.0,205263.0,39.2,34.8
Franklin Electric Coop - (AL),AL,Cooperative,5879,24889.8,0.0,221701.0,221701.0,48.3,46.9
City of Galion,OH,Municipal,5368,12370.9,0.0,110582.0,110582.0,22.6,18.5
City of Gaffney - (SC),SC,Municipal,6074,23343.0,0.0,240514.0,240514.0,47.7,41.6
City of Fulton - (KY),KY,Municipal,1235,5364.9,0.0,53415.0,53415.0,11.3,8.7
Frontier Power Company,OH,Cooperative,8141,15390.0,0.0,118105.0,118105.0,23.6,24.5
Town of Front Royal,VA,Municipal,6675,16594.0,0.0,182545.0,182545.0,34.5,43.7
Freeborn-Mower Coop Services,MN,Cooperative,17739,53310.0,0.0,523234.0,523234.0,99.6,83.9
City of Fredericksburg - (TX),TX,Municipal,4520,11225.0,0.0,141368.0,141368.0,35.0,28.0
City of Greendale,IN,Municipal,1925,9622.0,0.0,116242.0,116242.0,18.6,15.7
City of Fayetteville,TN,Municipal,15995,46148.7,0.0,454268.0,454268.0,98.7,96.9
"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,9819,35188.0,0.0,365950.0,365950.0,69.0,52.6
"Fayette Electric Coop, Inc",TX,Cooperative,12660,32065.0,0.0,307540.0,307540.0,62.6,69.2
Elkhorn Rural Public Pwr Dist,NE,Political Subdivision,5961,28828.0,0.0,297261.0,297261.0,121.7,62.8
City of Elkhorn - (WI),WI,Municipal,4063,12197.6,0.0,121532.0,121532.0,26.2,21.0
City of Elizabeth City - (NC),NC,Municipal,10718,29244.0,0.0,317989.0,317989.0,66.5,76.7
City of Elberton,GA,Municipal,3354,14105.0,0.0,136949.0,136949.0,31.9,27.5
Edgecombe-Martin County E M C,NC,Cooperative,10199,27636.0,0.0,235076.0,235076.0,52.0,54.0
"Edisto Electric Coop, Inc",SC,Cooperative,14937,45366.2,0.0,331842.0,331842.0,83.6,88.0
Elmhurst Mutual Power & Light Co,WA,Cooperative,14433,19598.0,0.0,290207.0,290207.0,36.6,76.5
Eau Claire Electric Coop,WI,Cooperative,10339,25734.0,0.0,210842.0,210842.0,40.9,39.3
Eastern Iowa Light & Power Coop,IA,Cooperative,21715,62758.3,0.0,655671.0,655671.0,121.4,89.9
East-Central Iowa Rural Elec Coop,IA,Cooperative,7832,22100.0,0.0,218368.0,218368.0,40.0,51.0
Eastern Illinois Elec Coop,IL,Cooperative,11260,34238.0,0.0,254554.0,254554.0,46.9,51.3
City of East Point - (GA),GA,Municipal,14315,44326.8,0.0,384262.0,384262.0,76.9,62.2
East Mississippi Elec Pwr Assn,MS,Cooperative,9770,28073.7,0.0,235206.0,235206.0,49.7,56.0
City of East Grand Forks - (MN),MN,Municipal,3810,14126.9,0.0,164907.0,164907.0,25.9,36.1
Eastern Maine Electric Coop,ME,Cooperative,10472,15746.3,0.0,91487.0,91487.0,15.8,19.2
City of Ely - (MN),MN,Municipal,1680,3418.1,0.0,37300.0,37300.0,5.3,8.3
"Energy Coop of New York, Inc",NY,Retail Power Marketer,3681,29055.9,0.0,689642.0,689642.0,127.3,108.9
Excelsior Electric Member Corp,GA,Cooperative,21102,38974.2,0.0,396991.0,396991.0,91.7,112.5
"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,11955,28522.2,0.0,297055.0,297055.0,62.2,63.8
City of Falls City - (NE),NE,Municipal,2145,4893.0,0.0,58855.0,58855.0,14.0,11.0
Fannin County Electric Coop,TX,Cooperative,9633,19763.0,0.0,158895.0,158895.0,40.0,54.0
Fairmont Public Utilities Comm,MN,Municipal,4977,15680.2,0.0,151629.0,151629.0,28.7,21.6
City of Ellensburg - (WA),WA,Municipal,8136,15982.0,0.0,218715.0,218715.0,34.7,47.5
City of Fairhope - (AL),AL,Municipal,5750,19529.0,0.0,174531.0,174531.0,39.0,36.6
"Farmers Electric Coop, Inc - (IA)",IA,Cooperative,4678,12865.2,0.0,125668.0,125668.0,23.6,19.1
City of Evansville,WI,Municipal,3260,7754.3,0.0,67468.0,67468.0,14.6,11.3
City of Eudora - (KS),KS,Municipal,2369,4837.9,0.0,46500.0,46500.0,12.0,8.0
City of Etowah,TN,Municipal,4348,20081.9,0.0,243824.0,243824.0,43.3,41.9
Town of Estes Park,CO,Municipal,8149,15916.0,0.0,130165.0,130165.0,16.4,23.8
"Escambia River Elec Coop, Inc",FL,Cooperative,9689,23946.0,0.0,185276.0,185276.0,42.0,50.1
Town of Erwin - (TN),TN,Municipal,7590,21543.4,0.0,217106.0,217106.0,39.1,43.3
Borough of Ephrata - (PA),PA,Municipal,5820,17341.6,0.0,142918.0,142918.0,27.1,28.2
Village of Fairport - (NY),NY,Municipal,15773,21058.6,0.0,435532.0,435532.0,75.0,101.0
Egyptian Electric Coop Assn,IL,Cooperative,13663,39034.0,0.0,347216.0,347216.0,79.1,90.2
Town of Clayton,NC,Municipal,5805,13197.0,0.0,110923.0,110923.0,27.0,24.8
Clarke Electric Coop Inc - (IA),IA,Cooperative,5077,12144.5,0.0,107800.0,107800.0,19.1,21.2
Clay-Union Electric Corp,SD,Cooperative,3141,8324.0,0.0,80490.0,80490.0,20.0,19.0
"Beartooth Electric Coop, Inc",MT,Cooperative,5541,8702.2,0.0,73436.0,73436.0,14.9,17.6
"Bayfield Electric Coop, Inc",WI,Cooperative,8930,13367.0,0.0,84895.0,84895.0,17.0,20.0
City of Batavia - (IL),IL,Municipal,9596,49475.9,0.0,441580.0,441580.0,87.1,66.4
"Barton County Elec Coop, Inc",MO,Cooperative,5906,16426.0,0.0,153735.0,153735.0,38.1,30.2
City of Bartow - (FL),FL,Municipal,10533,34283.0,0.0,285148.0,285148.0,63.0,50.0
Bartholomew County Rural E M C,IN,Cooperative,10918,40544.4,0.0,415750.0,415750.0,85.5,79.9
City of Beatrice - (NE),NE,Municipal,5761,16000.4,0.0,183763.0,183763.0,39.4,38.8
Barry Electric Coop,MO,Cooperative,8433,18486.4,0.0,178319.0,178319.0,42.8,39.7
City of Barnesville - (MN),MN,Municipal,1193,2052.5,0.0,23696.0,23696.0,4.2,5.7
Barbourville Utility Comm,KY,Municipal,3430,8282.1,0.0,88488.0,88488.0,19.0,17.9
Village of Baraga - (MI),MI,Municipal,652,2432.0,0.0,21138.0,21138.0,3.8,3.6
Village of Bangor - (WI),WI,Municipal,1305,3124.1,0.0,27127.0,27127.0,5.3,5.0
City of Bandon - (OR),OR,Municipal,2970,5649.0,0.0,68619.0,68619.0,10.4,17.8
Bailey County Elec Coop Assn,TX,Cooperative,3395,25881.8,0.0,273402.0,273402.0,86.7,57.3
"Bartlett Electric Coop, Inc",TX,Cooperative,10790,20544.3,0.0,200039.0,200039.0,50.7,70.8
Bagley Public Utilities Comm,MN,Municipal,546,2750.0,0.0,26740.0,26740.0,4.8,4.9
Town of Belmont - (MA),MA,Municipal,10594,24567.5,0.0,124281.0,124281.0,33.9,23.6
City of Bennettsville - (SC),SC,Municipal,4013,8920.0,0.0,92354.0,92354.0,20.5,18.8
Black River Electric Coop - (MO),MO,Cooperative,20494,44618.0,0.0,463132.0,463132.0,94.6,113.8
"Black Hills Electric Coop, Inc",SD,Cooperative,8572,20345.2,0.0,153290.0,153290.0,27.3,41.8
Black Diamond Power Co,WV,Investor Owned,3457,6047.0,0.0,54392.0,54392.0,10.2,13.2
Blachly-Lane County Coop El Assn,OR,Cooperative,3239,13728.0,0.0,180578.0,180578.0,29.5,40.9
Big Sandy Rural Elec Coop Corp,KY,Cooperative,11848,22911.0,0.0,202641.0,202641.0,43.3,58.7
"Big Horn County Elec Coop, Inc",MT,Cooperative,3357,7684.7,0.0,69808.0,69808.0,17.0,19.1
"Beltrami Electric Coop, Inc",MN,Cooperative,19469,52445.0,0.0,496513.0,496513.0,66.8,114.6
Big Horn Rural Electric Co,WY,Cooperative,3016,15505.0,0.0,136349.0,136349.0,24.8,23.9
Benton Rural Electric Assn,WA,Cooperative,11524,41520.0,0.0,575649.0,575649.0,117.0,116.7
City of Beresford,SD,Municipal,929,3440.0,0.0,29962.0,29962.0,6.5,5.5
"Big Country Electric Coop, Inc",TX,Cooperative,8663,26798.0,0.0,258190.0,258190.0,62.0,62.0
City of Benton - (KY),KY,Municipal,1820,7523.7,0.0,72206.0,72206.0,17.4,11.0
City of Benton - (AR),AR,Municipal,13252,22010.6,0.0,280708.0,280708.0,72.4,43.0
Benton County,TN,Municipal,8505,23991.7,0.0,200248.0,200248.0,45.8,42.2
City of Bessemer Utilities,AL,Municipal,9385,32140.2,0.0,309708.0,309708.0,66.2,51.0
City of Azusa,CA,Municipal,14667,41404.0,0.0,324585.0,324585.0,62.4,41.1
Town of Ayden - (NC),NC,Municipal,3592,11330.3,0.0,105174.0,105174.0,20.2,22.6
City of Ava - (MO),MO,Municipal,1198,3031.0,0.0,65800.0,65800.0,14.0,11.0
Algoma Utility Comm,WI,Municipal,1658,4334.0,0.0,42514.0,42514.0,7.6,8.0
Alger-Delta Coop Electric Assn,MI,Cooperative,9439,14836.0,0.0,91074.0,91074.0,14.6,14.1
City of Alexandria - (MN),MN,Municipal,7995,25291.3,0.0,295978.0,295978.0,58.5,47.9
City of Alexander City,AL,Municipal,5083,13107.0,0.0,149183.0,149183.0,30.7,32.4
Alcorn County Elec Power Assn,MS,Cooperative,14646,56664.0,0.0,607950.0,607950.0,126.2,108.3
Albertville Municipal Utilities Board,AL,Municipal,7931,47210.8,0.0,604928.0,604928.0,103.9,102.1
City of Acworth - (GA),GA,Municipal,5930,14180.1,0.0,101089.0,101089.0,26.9,16.2
Albemarle Electric Member Corp,NC,Cooperative,11679,27450.0,0.0,227274.0,227274.0,55.1,73.1
City of Alachua - (FL),FL,Municipal,3787,13901.0,0.0,132183.0,132183.0,28.3,23.8
Ajo Improvement Co,AZ,Investor Owned,776,826.3,0.0,7596.0,7596.0,1.5,1.0
City of Adel- (GA),GA,Municipal,2041,12952.0,0.0,120306.0,120306.0,21.6,20.2
Village of Arcade - (NY),NY,Municipal,3619,7700.0,0.0,156270.0,156270.0,23.1,37.8
"Adams Rural Electric Coop, Inc",OH,Cooperative,7136,15254.0,0.0,110314.0,110314.0,22.2,28.7
City of Abbeville - (LA),LA,Municipal,4464,12574.4,0.0,137537.0,137537.0,31.4,22.9
City of Albemarle - (NC),NC,Municipal,9876,32937.1,0.0,296364.0,296364.0,62.6,67.9
Alpena Power Co,MI,Investor Owned,13708,34989.2,0.0,374043.0,374043.0,61.0,55.0
Altamaha Electric Member Corp,GA,Cooperative,18537,49254.9,0.0,406461.0,406461.0,91.6,95.8
City of Altus - (OK),OK,Municipal,7571,23342.2,0.0,216495.0,216495.0,57.9,31.8
City of Austin - (MN),MN,Municipal,10468,36592.3,0.0,342558.0,342558.0,66.4,49.1
City of Auburn - (IN),IN,Municipal,6436,41504.7,0.0,434660.0,434660.0,75.7,66.1
Auburn Board of Public Works,NE,Municipal,1857,6071.0,0.0,61516.0,61516.0,13.2,13.4
Athens Utility Board,TN,Municipal,10903,49652.3,0.0,657367.0,657367.0,113.1,109.3
Atchison-Holt Electric Coop,MO,Cooperative,3372,9320.0,0.0,88979.0,88979.0,17.2,15.1
"Arrowhead Electric Coop, Inc",MN,Cooperative,3803,9685.9,0.0,76768.0,76768.0,7.8,23.3
City of Arlington - (MN),MN,Municipal,972,1575.3,0.0,16785.0,16785.0,15.8,11.3
Arab Electric Coop Inc,AL,Cooperative,12510,33105.9,0.0,315553.0,315553.0,69.9,81.6
Town of Apex- (NC),NC,Municipal,16934,29220.1,0.0,325569.0,325569.0,95.1,54.4
Anza Electric Coop Inc,CA,Cooperative,4338,10611.0,0.0,64082.0,64082.0,14.5,11.3
City of Anoka,MN,Municipal,10765,27650.0,0.0,275812.0,275812.0,61.2,40.9
City of Bardstown - (KY),KY,Municipal,3372,16095.0,0.0,200526.0,200526.0,37.8,32.1
City of Andalusia,AL,Municipal,3605,27337.0,0.0,373093.0,373093.0,59.3,49.1
City of Amory,MS,Municipal,2915,13647.2,0.0,136792.0,136792.0,29.9,21.9
City of Amherst- (OH),OH,Municipal,5443,11096.0,0.0,108152.0,108152.0,27.0,18.0
City of Blaine - (WA),WA,Municipal,2771,6449.0,0.0,83250.0,83250.0,11.2,15.8
BENCO Electric Cooperative,MN,Cooperative,16942,45194.5,0.0,410052.0,410052.0,83.4,67.7
City of Bluffton - (IN),IN,Municipal,4882,22275.0,0.0,279779.0,279779.0,47.9,44.4
"Bon Homme Yankton El Assn, Inc",SD,Cooperative,3253,9782.1,0.0,91643.0,91643.0,24.2,23.4
Central Missouri Elec Coop Inc,MO,Cooperative,10418,26340.0,0.0,323467.0,323467.0,63.0,66.0
"Central Electric Coop, Inc - (SD)",SD,Cooperative,6382,35772.9,0.0,355507.0,355507.0,63.7,75.4
City of Celina - (OH),OH,Municipal,6818,18262.0,0.0,249258.0,249258.0,44.0,44.0
Cedarburg Light & Water Comm,WI,Municipal,5343,11833.0,0.0,106744.0,106744.0,22.4,18.2
Cedar-Knox Public Power Dist,NE,Political Subdivision,5485,23308.0,0.0,286703.0,286703.0,81.2,47.9
City of Cartersville - (GA),GA,Municipal,6124,45992.0,0.0,611209.0,611209.0,102.4,77.5
Central Wisconsin Elec Coop,WI,Cooperative,7309,15892.2,0.0,103584.0,103584.0,19.1,19.5
"Carroll Electric Coop, Inc - (OH)",OH,Cooperative,10831,20867.0,0.0,156396.0,156396.0,30.0,34.0
"Carbon Power & Light, Inc",WY,Cooperative,4988,15753.3,0.0,132474.0,132474.0,27.0,22.4
"Cam Wal Electric Coop, Inc",SD,Cooperative,2149,7304.5,0.0,66169.0,66169.0,10.9,12.4
Cape Hatteras Elec Member Corp,NC,Cooperative,6674,17015.0,0.0,135602.0,135602.0,41.7,44.3
"Caney Valley El Coop Assn, Inc",KS,Cooperative,3577,8776.9,0.0,62737.0,62737.0,14.0,10.4
Canby Utility Board,OR,Municipal,6524,12268.2,0.0,187916.0,187916.0,35.5,38.7
City of Camilla,GA,Municipal,1973,13717.9,0.0,148567.0,148567.0,26.6,23.3
Carroll County - (TN),TN,Municipal,12179,36793.5,0.0,434501.0,434501.0,88.5,78.4
"Chariton Valley Elec Coop, Inc",IA,Cooperative,4842,10833.5,0.0,97068.0,97068.0,22.9,19.5
"Charles Mix Electric Assn, Inc",SD,Cooperative,2225,7915.0,0.0,68698.0,68698.0,12.5,10.9
City of Chaska - (MN),MN,Municipal,9177,38479.1,0.0,364638.0,364638.0,73.4,50.1
Clay County Electric Coop Corp,AR,Cooperative,10439,29775.2,0.0,262635.0,262635.0,67.2,57.1
Clarksville Light & Water Co,AR,Municipal,3788,19236.0,0.0,255671.0,255671.0,49.0,40.0
Clark Electric Coop - (WI),WI,Cooperative,9038,22478.0,0.0,200184.0,200184.0,33.8,37.0
Clark Energy Coop Inc - (KY),KY,Cooperative,24597,45419.0,0.0,424674.0,424674.0,86.0,114.0
City of Claremore,OK,Municipal,10556,29094.0,0.0,297530.0,297530.0,75.9,55.3
City of Nixa - (MO),MO,Municipal,8845,19001.0,0.0,162974.0,162974.0,47.0,27.0
Citizens Electric Co - (PA),PA,Investor Owned,5836,13426.2,0.0,124225.0,124225.0,36.0,41.0
Choctaw Electric Coop Inc,OK,Cooperative,18637,42903.8,0.0,460835.0,460835.0,94.6,110.3
Chippewa Valley Electric Coop,WI,Cooperative,6968,14084.3,0.0,104617.0,104617.0,22.1,23.6
Chimney Rock Public Power Dist,NE,Political Subdivision,1975,7147.0,0.0,58796.0,58796.0,22.3,8.5
Cimarron Electric Coop,OK,Cooperative,13587,40929.0,0.0,422308.0,422308.0,79.3,86.9
City of Chickamauga,GA,Municipal,821,2800.7,0.0,26561.0,26561.0,5.8,5.0
"Cherry-Todd Electric Coop, Inc",SD,Cooperative,5205,14896.3,0.0,145677.0,145677.0,29.8,26.3
Cherokee Electric Coop,AL,Cooperative,17396,56841.3,0.0,498747.0,498747.0,102.6,109.4
City of Cheney - (WA),WA,Municipal,5268,9044.5,0.0,142859.0,142859.0,28.6,21.2
Canoochee Electric Member Corp,GA,Cooperative,20636,57448.8,0.0,428598.0,428598.0,94.8,96.6
"Glades Electric Coop, Inc",FL,Cooperative,12527,44492.0,0.0,339420.0,339420.0,65.0,71.0
City of Cameron,MO,Municipal,2866,7653.0,0.0,79973.0,79973.0,18.3,14.1
City of Calhoun - (GA),GA,Municipal,4168,35862.6,0.0,436519.0,436519.0,74.9,64.1
Brodhead Water & Lighting Comm,WI,Municipal,1493,3869.8,0.0,35308.0,35308.0,7.5,6.3
Bristol Virginia Utilities,VA,Municipal,13628,51134.9,0.0,503114.0,503114.0,87.0,109.2
"Bridger Valley Elec Assn, Inc",WY,Cooperative,5397,13446.0,0.0,151847.0,151847.0,24.5,26.4
"Broad River Electric Coop, Inc",SC,Cooperative,20386,48436.5,0.0,383804.0,383804.0,99.2,103.2
